"col0","col1","col2","col3","col4","col5","col6","col7","col8","col9","col10","col11","col12","col13","col14","col15","col16","col17","col18","col19","col20","col21","col22","col23","col24","col25","col26","col27","col28","col29","col30","col31","col32","col33","col34","col35","col36","col37","col38","col39","col40","col41","col42","col43","col44","col45","col46","col47","col48","col49","col50","col51","col52","col53","col54","col55","col56"
"Missouri","86.6304364855389","89.0624495281998","94.7100734051019","99.9378775302553","97.6700937403697","100.903369912614","107.217558207407","111.359584983167","110.876974561112","110.022620400025","104.529076484503","101.831695774141","101.158645242271","102.650723395151","106.316778039749","100.664229857178","98.8015010943667","101.461216381763","105.343128805762","105.70551641815","102.849651351724","103.224750298933","102.936253704208","101.110419771445","108.810237640533","115.973929326603","122.461961829241","125.971586857483","131.010446974216","131.591104613936","126.732854089842","132.544608304817","133.17700934621","140.71512795228","141.779056103661","144.492512605274","143.114688314109","141.618673803148","138.354256154979","132.078940332561","136.906095803661","136.764773571295","129.057672595344","133.936756488829","133.454002109568","124.74971523567","119.018470934691","124.505736881072","124.7830036762","116.992725166254","108.70488673054","116.951927165567","35.0009672236729%","30.3214906800283","7.58663265568709%","8.24704043502683"
"Montana","14.364791382777","14.8585401505327","15.6973520698669","16.994179137397","16.5542516737774","16.8133967968061","19.4286116521129","20.6198303702509","21.2992889617723","22.7344792444551","20.2939092272195","18.6921788332818","16.3601795945742","16.6332680620158","20.640430581893","22.1451472752247","23.5088678736001","23.5476156140866","28.6439587514071","29.0551688103949","27.9587121328269","29.1623366681041","30.506999619047","28.0625805818611","31.0034232577313","30.6885145559992","27.9276888781094","29.8857289572885","32.0739907325845","32.8276486975297","31.7734769743631","32.0575911616858","31.0218748230985","33.1736868633684","34.8274280594472","35.8776341877634","36.0221908022963","38.01930326833","37.2299836239535","33.1372388027716","34.9546123276672","32.051096241157","30.761286502878","32.128977512422","32.5770558610875","32.5317537872815","31.1380706472484","31.2510889933549","31.2585056459445","32.287479633014","26.2756150347487","28.516861801362","98.5191503411107%","14.152070418585","8.52975948859534%","2.24124676661326"
"Nebraska","27.5315195557115","27.5177630625747","29.4816262240359","30.1804951785785","29.063792646186","28.7181790504258","31.2115795773866","31.2135778256247","30.8181904874257","31.6157810421393","30.1782673114775","28.4307852206865","28.8013987707227","29.9125594687934","31.6031852654455","30.5480668204541","28.9414786749236","30.1044750562286","34.0293536942388","32.4766417189806","32.8378882180727","33.7142240115669","32.5885429686443","35.8944210281533","35.8360818934765","38.4088498453117","39.568933413664","40.9144845297555","42.9224295229485","41.7250393953817","41.6731976497299","42.9099896100765","42.3491666633818","43.6370275393978","43.4033114331083","43.7868644365801","44.3029221130312","44.6142791449853","46.6481343195063","47.3062627489974","50.0072565516748","52.445928426208","50.6220960166661","53.4647294354529","52.1538796214882","50.7108019722182","48.3512734299032","47.8777609725163","52.3562155719964","50.4730507244234","46.515089697572","47.2279291685469","71.5413094906678%","19.6964096128353","1.53249080160769%","0.712839470974856"
"Nevada","10.7731375932517","13.7933889178416","18.9225030368184","20.1005366141359","20.4022661569515","20.9530094812284","22.2359458115631","23.7265107889343","22.5361107187905","23.4556931030069","22.3636659724644","23.8813737438533","25.367285264767","25.213785624295","26.4778004441911","23.4701302149125","27.1136835181543","27.4634867349832","31.3966348406611","31.4118371732128","30.7375320075015","32.6510850322273","33.6442407544311","34.0568941138848","36.3026565131257","35.4872974391967","38.2193791730839","38.1597305379733","40.8218095893774","41.4286195399926","45.6333255754661","44.8018437596567","41.6817865409602","43.975829554167","48.100748115739","50.186645802732","41.6861975879295","41.835036700801","40.9595299467743","39.5081317201448","41.3926626441472","37.9098409597948","37.9246017441308","39.7369067574052","40.5568255379317","38.5181468682077","39.9727418071281","40.2089910325378","41.3843981720064","41.7553089528675","36.2001510898751","39.4263042284937","265.968631582227%","28.6531666352421","8.91198804836193%","3.22615313861863"
"New Hampshire","12.8259512242746","13.3584849934639","14.0896721666812","13.6026427810933","12.5895772886707","12.585299324596","13.6477513785436","14.1045774095633","13.5586516018746","12.909166319217","12.7957378632048","11.5148799308377","11.2282809045383","11.212671786224","13.0412926153432","13.2617867206144","13.9504723159786","15.2174264783867","15.671455890105","15.8698591350431","14.6047792820327","14.281162036515","14.3893091977307","14.8651747726457","14.9369573910913","15.0581406828595","15.2522033510105","16.5096145297839","16.5307178345722","16.6963259222048","17.4691998602938","16.9556872282763","17.6736010480824","21.0310057860614","21.974584905641","21.2599012850758","19.3993320855762","19.1826359487891","18.7337973653995","17.0819066767712","16.7511864162939","16.359566002341","14.7306066061698","14.448489208732","15.154936967423","15.2791358511029","13.8125547967753","13.5122348498282","14.2397664362657","13.9347708301717","12.4581420982119","13.289527317492","3.61436033173133%","0.463576093217389","6.6734286117945%","0.831385219280087"
"New Jersey","129.529653006878","124.976492853863","127.896671309982","131.50435067258","119.857827909002","105.975468959366","117.172348884929","113.172908598379","111.066289809904","109.854205154586","110.975694116952","107.556459108091","109.612072528404","111.122019122999","117.25991860754","112.208169978015","114.217254029894","118.697303234542","116.998669031475","121.615443244809","109.923062514158","110.580953805926","117.352782160645","114.440104797442","124.047810040049","123.762640487933","123.868081510681","125.499202982621","120.946868115448","124.24761470239","124.582961741398","121.338242789551","121.030663146559","123.524412977118","126.076641292905","130.603527018569","123.100918028671","130.780349467673","128.29608321305","111.510365494132","105.570076142485","105.031379806464","98.97949953756","100.428601274925","104.882817731431","103.666844354642","105.627222748986","99.3587779464359","105.076700596092","100.859915282699","83.8315449802112","89.111715584711","-31.2036174604906%","-40.417937422167","6.29854860213566%","5.28017060449982"
"New Mexico","34.9599843905828","37.2311041120698","39.6787195386602","40.050782697807","40.554871922724","39.1929440160249","41.9722160697729","41.7268554512","40.1119211680415","40.5737159875391","44.9113475475177","44.0757553186032","45.1777923452802","48.6713545409616","45.9964167360944","46.6300009350204","43.175872534989","46.3572673172755","48.0689550708905","50.3587523896105","52.838982806857","48.2057245836903","50.9299856798512","51.8142184760123","51.7469601243185","50.3761965272894","52.4933729606161","55.8414071952175","55.3884732169053","56.2993473176034","58.2615357675676","58.3910803126469","55.4788440325025","57.8872790067324","58.9309291981588","59.4988501726149","60.4043547620704","59.0243233154161","56.7919535239109","57.7331697278014","53.9087021089759","56.278286276246","54.1890314440438","53.7552913163025","50.5911985966394","50.692518347231","48.8463225451169","49.6204359940666","45.855474001752","48.9438917722439","45.2132434456144","45.8889952307966","31.2614866131285%","10.9290108402138","1.49458816418484%","0.675751785182229"
"New York","284.90599590963","277.050414758832","274.090779911524","280.36671181455","258.785560411831","244.457056111364","262.588503647375","259.807794784962","254.529745825532","233.187236863609","221.869595677309","205.844854453434","195.595058046841","178.04761464934","183.061857946129","187.919612952132","190.696756449315","201.591885656894","208.94866895061","213.861852311771","207.324353646936","199.45124465725","198.827839532071","193.494924324681","191.677557520637","197.388837667129","199.884729798637","204.195698148136","203.063625216943","205.733934855283","212.235281702001","207.965388195634","202.171079323271","213.048239832667","215.367720131848","211.504248404963","193.757153144399","199.888764202812","190.060879682833","174.069456671178","185.011295714872","175.315677541167","167.892055452273","169.098098176354","176.210653655639","174.361549987838","170.152952267928","165.835227917981","175.099259923295","169.026023794111","143.420161061825","156.048534431453","-45.2280623532577%","-128.857461478177","8.80515910464186%","12.6283733696273"
"North Carolina","97.2765493052505","99.1915357370714","104.46043417189","109.006292123547","104.250906477649","95.2112394250351","106.008054819502","108.197811420877","103.120962456985","110.688149303787","112.67026045526","112.557073603959","108.261777802108","107.701892996135","109.272216472006","107.215851206072","112.513392481172","107.613484190924","111.885689065923","115.821947062237","111.21822312928","110.812289619971","121.291181278188","126.690524146527","121.860493878979","128.306606648834","140.187004306028","142.323512728919","142.07326555933","140.781322382291","149.124383349096","144.306531868307","145.647381462417","147.235686504957","150.166203225316","154.175152634989","148.58007190296","154.428662521802","149.043301119791","132.990869421698","147.166515476961","132.644755174587","124.494743913068","126.188502259541","129.257130495099","124.780740497781","124.899215187794","121.149583893444","124.212889502775","122.620087452089","106.591053595973","115.563768613423","18.7992064261946%","18.287219308173","8.41788753816186%","8.97271501745081"
"North Dakota","14.7522771378604","15.9178448403154","16.8644671633179","16.4000289275942","16.8760953524944","16.2155070592805","18.6152591065989","19.9196713597689","22.3919862873787","24.8947545376503","25.501644213167","26.9507990229835","28.8488292127591","30.0978621274686","34.3821676911714","38.2212794092655","38.9635019474962","39.5090553590547","44.4557483214885","44.156060019277","44.9060600334762","45.8432010405063","47.6292110310097","47.9112126138745","48.2279709038611","48.128093481738","48.9873858222314","47.6146717524992","48.8172918842839","49.8680735937589","51.3228525907709","52.0127818109534","51.8747971536221","51.6519310428903","50.075566537003","53.046318842176","51.297073583766","53.0332641779622","53.4270053385608","51.9889018642745","52.8250875607431","54.3098794389445","56.6850577687133","57.2433522629843","59.2781904554225","57.9231686710867","54.9322065331827","56.9223081366581","59.2838054064037","57.1554377565675","54.2542662966162","56.5403018689764","283.264911176804%","41.788024731116","4.21355909572549%","2.2860355723602"
"Ohio","275.347453292638","269.893697354584","284.920800735559","291.59796570277","291.728976637805","284.314971823494","296.53673096486","293.580130920639","294.49734041022","292.974302733989","274.546825527519","267.93327640136","246.161100742884","234.919419407748","242.036235418773","241.221949902193","245.347002652655","247.398105979325","257.317952298037","257.476477364344","246.701162670542","244.90688269036","249.26121800046","253.793420637954","250.244447002584","252.71101915136","265.625964697039","261.370733432975","260.698103699719","259.863882909163","266.748154876922","256.924337309641","262.825789967296","270.732549651191","265.8685470645","271.941325576583","265.280448787053","271.295388570184","264.758584153644","239.674990728644","247.181214035818","235.115652493445","214.913591812268","228.025906679022","229.722240921005","211.201417168045","205.328434579089","205.064749652017","208.971153670736","196.699285348455","185.664161143472","194.036985882534","-29.5301323610528%","-81.310467410104","4.50966125475976%","8.37282473906186"
"Oklahoma","55.5693386925039","56.3945769269718","59.2643453999248","59.7557914657077","61.9188070901065","62.4582892404539","68.9983195351052","72.2083490830434","77.0676972376206","80.104276780422","77.2893482594119","80.1395158639369","84.7699449641484","85.390444965378","87.294624390495","84.1468901701687","77.8583220258075","82.4631392311064","85.7615395277942","87.1723592077376","87.8510167834579","89.1313024518754","92.1660024340666","95.1851033658944","93.4462841649075","94.6154102456917","97.2970114016705","98.5860767323079","97.1370018190847","96.1910317076926","100.16725550757","101.46252907347","101.622985561763","104.150893913575","99.7003661461999","106.421688728789","109.158677520147","109.424279280633","111.974092558646","106.229301622747","105.841306592187","106.943534190026","104.743531834682","102.997977293815","104.455282260985","100.290137302971","96.1034697351606","93.4537052049875","98.514745268235","91.4674184786131","84.3648289367668","87.8034740245425","58.0070522530563%","32.2341353320386","4.07592255103488%","3.43864508777568"
"Oregon","25.6283059743409","27.0014778264233","29.3370560775708","29.6469076575933","27.345773702855","26.7573155646514","26.6938056579111","27.5017473385147","29.6305105945179","30.153621238337","28.2719878936131","29.8374835476545","28.9306410393591","25.711456855725","27.2889072790397","26.881481562881","26.4076469069217","27.6522370815215","29.4987762739218","30.5823992858976","30.8192033321466","34.4076923176556","35.5162496070866","35.1088895243573","36.8141683064154","34.1439858101406","36.2373902874883","35.8798325047494","41.6298694816313","43.1551704066963","41.5392152296256","40.6323398434851","39.0948208517799","39.7848890286227","40.7171316925045","41.0682972205633","40.2882120424038","43.6717629807737","42.5864865559103","40.7959054729033","40.6139618802359","37.0484598117132","36.7303044842148","39.0259153711298","37.8489365969588","37.8945658132901","37.6656090137076","38.7933244456087","39.5810437744794","41.8473530442793","37.5197909681774","38.5381920282808","50.3735442633833%","12.9098860539399","2.71430366167864%","1.01840106010342"
"Pennsylvania","306.705930149136","303.390036199914","314.961456999888","325.609615117131","305.026460023646","291.267000635318","308.573622782065","302.964910260947","302.677093861156","316.093921929852","294.426415648458","271.514164820411","240.929663642046","246.162705731003","262.65624656894","250.961616585603","246.043797415684","257.003590498995","269.397010124224","272.288204638674","264.38831918619","257.049312554332","265.127808704071","269.457220618588","266.875644945675","269.736969269705","275.191537261406","276.887909419285","266.281626902836","264.866977450725","278.502169535595","265.048024721091","271.938453934092","276.300120231284","279.238823704971","281.591805300423","275.643723327003","278.624231359717","269.946841591167","245.263834625161","256.095684554833","249.745538275006","239.770064798523","249.522469929285","249.386299545366","232.933387136847","217.986066284141","215.300084578816","220.204267894789","218.757991961206","193.26577222334","213.509722696385","-30.3861772113223%","-93.1962074527511","10.4746692806275%","20.2439504730456"
"Rhode Island","13.1239713876235","13.5639116260952","13.4928179019985","12.5443863926109","11.533495593601","10.4978721663657","10.6247268858498","11.0009951472853","10.1244373599761","9.26595170716094","8.36257123605813","7.76644879865532","7.43923520208475","7.67993498048966","8.47282580440842","8.46895524622994","9.51710042761918","9.83975537483328","10.3368344461033","9.25226819934529","8.8766977129574","10.73349337549","12.9384779622245","10.800605894336","12.7510503072446","12.0286761597422","13.4694514958587","13.5675430684219","13.7809507277098","13.1342508194339","11.7660379663205","12.292193808958","11.7187518145624","11.5732733029363","10.9757156802299","11.2038917621976","10.5257946366455","11.065183991638","10.645816187468","11.2387473351236","10.9997965456391","11.0069215275403","10.4872500566668","10.0752234886232","10.5361050402948","10.8045967762931","9.58905070385528","9.9653123840113","11.0573865852602","10.3661022075562","9.82626458905361","10.6421091356317","-18.9109087385878%","-2.48186225199185","8.30269263751462%","0.81584454657806"
"South Carolina","42.1913934890336","44.0521914191226","46.862064984462","48.8339539887082","45.6911642220932","42.6260677476269","50.6175767293475","54.1144061745432","53.1529196790301","52.8219884799619","55.1402998155958","55.73947135607","52.3692544281059","49.706658687988","53.1393089499279","54.0718753009727","54.3476402323479","58.1588991742205","61.4778742293091","60.8580485170076","61.0374736372935","62.1744188317973","61.4026503212089","65.854122398233","66.0736400974984","65.1492581807451","69.4307689728014","71.4591884159491","74.978094363979","78.6376387023041","82.0115571835411","80.4176184448636","81.8129991043859","82.7649264583869","90.3345266809765","88.613962753277","89.2376567074226","89.3870358251372","86.9503943356568","82.0946334202548","85.8651016284276","81.1692807136718","74.4688110624083","70.2366360560099","74.7075581887745","73.3996824660781","72.2585967392003","69.9645070202773","74.1487269186585","69.4177041048043","63.5690042941214","69.3394318461442","64.3449673312329%","27.1480383571106","9.07742321292975%","5.77042755202288"
"South Dakota","9.35369529224246","9.30011286662725","9.67857255818175","9.44606934927537","9.16315958657119","10.8897133792525","12.4794002920719","12.2989860704122","12.9067747660267","12.6909471263397","11.5945177824336","10.9068694243745","11.3935194350139","10.4018137795306","10.8119571145895","11.0411598991694","10.6660604372646","9.40651441945822","11.4806381068908","11.6957435760249","11.7457843668926","11.5212363240305","11.6015482670432","12.2730718326847","12.9402241854371","12.7469811745112","12.7331688983987","13.2523849960329","12.8146078962649","13.4523198456886","14.2305802021432","13.503998420024","13.7706292045192","13.7696109432524","13.7938775999571","13.2956617106186","13.3880762771078","13.8608550075165","14.9381441217374","14.6937284675262","15.0781623556374","14.611458297799","14.8902199448342","15.3619723309247","15.3802196562184","14.1398711310411","14.8041754914334","14.6559712429892","15.5246688605588","15.9801490397727","14.9517529578239","15.1563929646773","62.0364197372062%","5.80269767243482","1.36866899440222%","0.204640006853353"
"Tennessee","77.9014722842342","76.3313261871454","86.9885539756555","98.6466751327265","90.2958255672995","89.6940703779741","101.987938960273","102.457499747511","104.217412073432","101.762392790611","100.798395724611","99.4203138156303","88.2072008321156","94.8006472333118","98.8196906820956","103.19813829653","104.695475054583","103.615294097637","106.450156782044","103.023986970755","105.299522681564","100.569030731109","106.250994689633","116.991538332948","111.675383005418","118.565143205829","119.622179349381","122.78731594623","122.030267374887","122.851218466735","128.727077586371","127.217064747832","126.363851009249","125.144950773674","127.160970783153","128.308159713582","129.929299234502","129.054697391952","122.500746438638","101.947284778076","109.266709423949","105.502676846692","99.0253974988628","97.2687431793091","102.520573132893","98.7051538641254","101.356501625216","97.4090251613186","93.8361073618477","92.253527826988","83.30984439273","92.6661177639938","18.9529736047718%","14.7646454797595","11.2306936106584%","9.35627337126377"
"Texas","358.910969200892","375.778078354201","398.160826066307","434.669916397182","427.355094519643","406.64996617477","422.052596342803","461.131554903533","492.488279609666","512.30209468646","516.551605150352","511.616874987131","485.773076643782","488.205417305678","507.350943383504","512.997091100447","508.524092425524","515.925741275924","546.814801765438","565.678099266528","570.212525116358","564.406123730843","570.792793569822","587.174489392215","587.076752903948","590.423024791254","635.695743854294","649.760705005219","656.476604711635","646.856348025692","673.038576471441","666.899559921758","678.252340396462","671.219720082636","670.653017737781","645.02157565476","648.38215954499","646.192763112898","623.648595373166","590.457027590914","615.543957188042","635.041655133607","627.109709159712","657.830179026625","661.990467928648","655.258601520357","656.870947645404","665.085544627511","684.814848842774","683.415249918009","624.681652602036","663.458164143465","84.8531310203867%","304.547194942573","6.20740362389534%","38.7765115414281"
"Utah","24.3922853725675","25.5110768251799","25.7794586695163","28.2435612718104","29.6137694370174","31.0017128862452","30.7630565795328","31.9698247315298","34.1058077086211","36.6835612766805","35.948147875198","33.7558871579209","32.2183884946417","33.505507691966","35.8363246271898","36.8770499931697","35.8894806087353","44.5356152704669","51.6547771071028","52.2658579178908","54.472970828829","53.3859527464222","54.9683445756984","56.6841644850025","57.7687927220293","57.9995655519425","58.8028738826454","61.1338650525676","63.571014633222","62.4469561787099","65.4013125665342","63.1908608309786","62.5618700810249","63.5501643043126","65.9558773816785","67.5301384559159","68.7613390740133","70.6981975488972","69.787819995312","65.0841322231988","64.005428440837","64.456874318341","61.6368038539422","66.4790749474086","65.2795463242278","63.6138163167379","58.8267567880719","59.0315562809779","61.2487479196305","61.5099843205621","57.3780561909432","62.053606470648","154.398493305739%","37.6613210980804","8.14867318639281%","4.67555027970478"
"Vermont","5.53824059881789","5.49395229395294","5.77261474007317","5.92738441193421","5.30714004424785","5.17121697001","5.87117391080746","5.83469752494022","5.80166124525937","5.3546681406628","4.61273476098877","4.46814070173307","4.05362754111211","4.41106643559063","4.97045801779557","5.17696740383273","5.05508825187911","5.44686030002511","5.72497871491116","5.63187850137176","5.46628541536734","5.66385379012965","6.12219827408941","6.18446870490149","6.01846152432484","5.99126885290289","6.28297456077418","6.49509563529658","6.25228631027648","6.51064304623823","6.78442194724629","6.62389038735361","6.36092845316778","6.66586341202562","7.073433273386","6.8165161616243","6.67881934394164","6.51105503085238","5.92749594950903","6.18926938158793","5.87724313988746","5.81243376437446","5.4534348770336","5.72953918994982","5.89084558207806","6.12703869071167","5.91359633857103","5.83113704282034","5.85431402932196","6.02067381133051","5.4227880964945","5.57240092943893","0.616808352969156%","0.0341603306210381","2.75896513531753%","0.149612832944432"
"Virginia","86.6216843796628","87.4210556134804","88.6815186093426","89.568348529254","84.9822642471022","81.1682022469155","86.1109859899855","87.3909096354443","84.7388922355545","89.5148368267068","81.8913152674905","78.3072101675374","74.809338171566","77.2580110110923","83.0231799182672","82.4205654461414","87.2662493240648","93.8067821623418","97.0424470615348","100.092020700772","95.0864440727393","96.1364838847546","97.3760972239832","101.680596304337","100.579532919475","103.022720689555","107.807854462531","110.014152192203","111.877006232788","113.927804280957","123.309059978047","120.831992610463","119.336077797708","124.114728499794","127.729766215654","129.405964720231","123.017661623306","128.175120795637","116.763208960001","105.907699490383","111.886560174691","102.519400163232","98.5625839948133","105.767402231276","107.442617572512","107.620951715574","110.065500156151","105.584973735602","110.056785744794","106.794625867687","98.1758485670701","97.953402696646","13.0818494215793%","11.3317183169831","-0.226579014768746%","-0.222445870424124"
"Washington","44.7633984610311","46.1255358439771","52.2995801864934","57.4151085046064","53.1462936911443","54.8931448489024","54.9336724013197","60.1246708852428","58.9258033414927","61.8108883993861","58.0529034581551","58.9658354566825","54.918534023288","50.3114902052603","56.9821826046111","59.5484603883586","60.6009171252461","66.394705762427","70.3015729879327","72.4141597425721","71.6517391593012","72.0617690315171","80.3233422586759","75.2164083241947","80.3184573311323","78.2347296039917","81.8008814046514","79.476558852933","84.2193376541904","85.6691184339522","84.3387444119939","79.6329916392365","73.3349576500393","75.7483683822222","77.6499395118858","79.1642934733769","77.0119912531936","82.1303426603875","79.2065799316788","76.8994456437792","73.3500923280876","68.8957303689729","67.8780484069856","73.8308027602605","72.4695181746141","75.1381982778796","79.405622333171","79.1211474682734","78.6603259690035","84.2300257456663","68.3933121601985","73.8010765601909","64.8692438408995%","29.0376780991597","7.90686140090082%","5.40776439999235"
"West Virginia","76.9737811635295","78.0065401517707","89.011772982335","97.6015936269477","100.31438047948","97.835074001086","104.165409460888","102.945132751545","96.6846112202087","100.940577339532","102.451272716905","104.002896592303","95.8372072289146","97.4090072423578","105.490109137441","102.207317497449","101.647319937675","102.007206598535","106.869425679232","109.577065996434","103.386373619301","95.7945633325707","97.9406696968867","98.8066721091066","106.471223677852","104.892669829862","107.850423347635","111.158703257199","115.298838525441","116.439198383654","115.710609896263","105.671605709605","118.665260569414","115.407497190882","112.673817603547","114.691542535366","114.821992571997","116.998976426091","112.742248918491","90.1391248696208","100.576496310913","97.8911075028193","92.1517056035623","94.3013512693826","99.886649274295","91.9667887865902","94.492648348847","90.8456085186262","89.1495085820825","85.4502370995566","76.9331580446819","88.4145531497252","14.8632064233534%","11.4407719861957","14.923857796628%","11.4813951050433"
"Wisconsin","88.1857918522348","84.7700024876802","84.2603284280115","85.4435303196848","82.0634608015042","80.8104563809106","84.122873684282","87.1942460667868","88.62208247983","88.3287631361058","81.6750749685486","78.300368979798","77.1398724171235","78.7307112397367","81.0623238176009","80.6707852774823","80.317599136411","81.8678371766848","86.4142728492918","87.0461179074128","85.7671595603451","87.9274372416541","87.0303156342392","90.4411409763379","93.6521435899114","96.6244725409448","100.603021271837","103.139433871362","101.08413057084","105.407609762111","107.794425121707","105.902637043586","107.147215324559","105.601079569637","107.757726932433","110.963656761502","103.149835030164","104.797669375289","105.27446229552","96.4109742824195","99.0259858063641","98.2013926274417","90.8641656945298","101.293943809084","101.215410221641","99.8586047150197","95.6174271079263","98.6483609118914","101.177733037809","94.8287742413991","87.0485118385572","92.4617438948395","4.84879928250752%","4.27595204260473","6.21863825348552%","5.41323205628238"
"Wyoming","18.5942753091777","18.7865273568774","21.6639166428447","23.6877809752175","23.8987757495022","25.3355146035658","30.8596010468988","36.28212338271","37.1239743916898","42.005847695627","41.0705647250333","45.0657952804599","46.5022267462297","42.1419716627176","46.3543589566656","50.5249766456489","43.1764489102441","53.2935851220543","55.5016599094904","53.6151968696916","57.2183073031748","55.4957459605768","61.1443368010546","58.1958095478906","60.4013731710555","58.1921900332397","59.6251657783813","59.0625554565395","63.9566689168702","62.5330458118867","63.4716567254139","63.7219067077245","62.4926384507723","64.4884226096426","64.4157471369144","63.7225093581519","64.4910244219852","66.8237165187592","67.2384008227572","64.054567250218","65.6238913288798","64.4714223331414","66.7491456060719","68.9486893312022","65.9288769351566","64.093043783301","61.2601385685728","62.7969956683097","63.8465207600976","59.0974021998297","55.6267614689857","54.596720287298","193.621124671367%","36.0024449781203","-1.85170079020689%","-1.03004118168771"
